"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.masterEnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",,"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.secondaryGnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",
27.506,0,27.506,0
27.507,0,27.507,0
27.508,0,27.508,0
27.509,0,27.509,0
27.51,0,27.51,0
27.511,1,27.511,0
27.512,0,27.512,3
27.513,3,27.513,2
27.514,4,27.514,2
27.515,3,27.515,1
27.516,1,27.516,1
27.517,2,27.517,0
27.518,0,27.518,0
27.519,1,27.519,1
27.52,4,27.52,0
27.521,1,27.521,0
27.522,0,27.522,1
27.523,0,27.523,0
27.524,0,27.524,0
27.525,0,27.525,1
27.526,0,27.526,0
27.527,0,27.527,0
27.528,0,27.528,0
27.529,0,27.529,0
27.53,0,27.53,0
27.531,1,27.531,0
27.532,0,27.532,3
27.533,3,27.533,2
27.534,4,27.534,2
27.535,4,27.535,1
27.536,1,27.536,1
27.537,2,27.537,0
27.538,0,27.538,0
27.539,1,27.539,1
27.54,3,27.54,0
27.541,2,27.541,0
27.542,0,27.542,1
27.543,0,27.543,0
27.544,0,27.544,0
27.545,0,27.545,1
27.546,0,27.546,0
27.547,0,27.547,0
27.548,0,27.548,0
27.549,0,27.549,0
27.55,0,27.55,0
27.551,1,27.551,0
27.552,0,27.552,3
27.553,3,27.553,2
27.554,5,27.554,2
27.555,3,27.555,1
27.556,1,27.556,1
27.557,2,27.557,0
27.558,0,27.558,0
27.559,1,27.559,1
27.56,5,27.56,1
27.561,2,27.561,0
27.562,0,27.562,1
27.563,0,27.563,0
27.564,0,27.564,0
27.565,0,27.565,1
27.566,0,27.566,1
27.567,0,27.567,0
27.568,0,27.568,0
27.569,0,27.569,0
27.57,0,27.57,0
27.571,1,27.571,0
27.572,0,27.572,3
27.573,3,27.573,2
27.574,4,27.574,2
27.575,4,27.575,1
27.576,1,27.576,1
27.577,2,27.577,0
27.578,0,27.578,0
27.579,1,27.579,1
27.58,3,27.58,0
27.581,2,27.581,0
27.582,0,27.582,1
27.583,0,27.583,0
27.584,0,27.584,0
27.585,0,27.585,1
27.586,0,27.586,0
27.587,0,27.587,0
27.588,0,27.588,0
27.589,0,27.589,0
27.59,0,27.59,0
27.591,1,27.591,0
27.592,0,27.592,3
27.593,3,27.593,2
27.594,4,27.594,2
27.595,4,27.595,1
27.596,1,27.596,1
27.597,2,27.597,0
27.598,0,27.598,0
27.599,1,27.599,1
27.6,3,27.6,0
27.601,2,27.601,0
27.602,0,27.602,1
27.603,0,27.603,0
27.604,0,27.604,0
27.605,0,27.605,1
27.606,0,27.606,0
27.607,0,27.607,0
27.608,0,27.608,0
27.609,0,27.609,0
27.61,0,27.61,0
27.611,1,27.611,0
27.612,0,27.612,3
27.613,3,27.613,2
27.614,4,27.614,2
27.615,3,27.615,1
27.616,2,27.616,1
27.617,2,27.617,0
27.618,0,27.618,0
27.619,1,27.619,1
27.62,3,27.62,0
27.621,1,27.621,0
27.622,1,27.622,1
27.623,0,27.623,0
27.624,0,27.624,0
27.625,0,27.625,1
27.626,0,27.626,0
27.627,0,27.627,0
27.628,0,27.628,0
27.629,0,27.629,0
27.63,0,27.63,0
27.631,1,27.631,0
27.632,0,27.632,3
27.633,3,27.633,2
27.634,4,27.634,2
27.635,4,27.635,1
27.636,1,27.636,1
27.637,2,27.637,0
27.638,0,27.638,0
27.639,1,27.639,1
27.64,3,27.64,0
27.641,1,27.641,0
27.642,1,27.642,1
27.643,0,27.643,0
27.644,0,27.644,0
27.645,0,27.645,1
27.646,0,27.646,0
27.647,0,27.647,0
27.648,0,27.648,0
27.649,0,27.649,0
27.65,0,27.65,0
27.651,1,27.651,0
27.652,0,27.652,3
27.653,3,27.653,2
27.654,4,27.654,2
27.655,4,27.655,1
27.656,1,27.656,1
27.657,2,27.657,0
27.658,0,27.658,0
27.659,1,27.659,1
27.66,3,27.66,0
27.661,1,27.661,0
27.662,0,27.662,1
27.663,0,27.663,0
27.664,0,27.664,0
27.665,0,27.665,1
27.666,0,27.666,0
27.667,0,27.667,0
27.668,0,27.668,0
27.669,0,27.669,0
27.67,0,27.67,0
27.671,1,27.671,0
27.672,0,27.672,3
27.673,3,27.673,2
27.674,4,27.674,2
27.675,4,27.675,1
27.676,1,27.676,1
27.677,2,27.677,0
27.678,0,27.678,0
27.679,1,27.679,1
27.68,3,27.68,0
27.681,1,27.681,0
27.682,0,27.682,1
27.683,0,27.683,0
27.684,0,27.684,0
27.685,0,27.685,1
27.686,0,27.686,0
27.687,0,27.687,0
27.688,0,27.688,0
27.689,0,27.689,0
27.69,0,27.69,0
27.691,1,27.691,0
27.692,0,27.692,3
27.693,3,27.693,2
27.694,4,27.694,2
27.695,4,27.695,1
27.696,1,27.696,1
27.697,2,27.697,0
27.698,0,27.698,0
27.699,1,27.699,1
27.7,3,27.7,0
27.701,1,27.701,0
27.702,0,27.702,1
27.703,0,27.703,0
27.704,0,27.704,0
27.705,0,27.705,1
27.706,0,27.706,0
27.707,0,27.707,0
27.708,0,27.708,0
27.709,0,27.709,0
27.71,0,27.71,0
27.711,1,27.711,0
27.712,0,27.712,3
27.713,3,27.713,2
27.714,4,27.714,2
27.715,3,27.715,1
27.716,2,27.716,1
27.717,2,27.717,0
27.718,0,27.718,0
27.719,1,27.719,1
27.72,3,27.72,0
27.721,2,27.721,0
27.722,1,27.722,1
27.723,0,27.723,0
27.724,0,27.724,0
27.725,0,27.725,1
27.726,0,27.726,0
27.727,0,27.727,0
27.728,0,27.728,1
27.729,0,27.729,0
27.73,0,27.73,0
27.731,1,27.731,0
27.732,0,27.732,3
27.733,3,27.733,2
27.734,4,27.734,2
27.735,4,27.735,1
27.736,1,27.736,1
27.737,2,27.737,0
27.738,0,27.738,0
27.739,1,27.739,1
27.74,3,27.74,0
27.741,1,27.741,0
27.742,0,27.742,1
27.743,0,27.743,0
27.744,0,27.744,0
27.745,0,27.745,1
27.746,0,27.746,0
27.747,0,27.747,0
27.748,0,27.748,0
27.749,0,27.749,0
27.75,0,27.75,0
27.751,1,27.751,0
27.752,0,27.752,3
27.753,3,27.753,2
27.754,5,27.754,2
27.755,3,27.755,1
27.756,1,27.756,1
27.757,2,27.757,0
27.758,0,27.758,0
27.759,1,27.759,1
27.76,3,27.76,0
27.761,1,27.761,0
27.762,0,27.762,1
27.763,0,27.763,0
27.764,0,27.764,0
27.765,0,27.765,1
27.766,0,27.766,0
27.767,0,27.767,0
27.768,0,27.768,0
27.769,0,27.769,0
27.77,0,27.77,0
27.771,1,27.771,0
27.772,0,27.772,3
27.773,3,27.773,2
27.774,6,27.774,2
27.775,2,27.775,1
27.776,1,27.776,1
27.777,2,27.777,0
27.778,0,27.778,0
27.779,1,27.779,1
27.78,3,27.78,1
27.781,1,27.781,0
27.782,0,27.782,1
27.783,0,27.783,0
27.784,0,27.784,0
27.785,1,27.785,1
27.786,0,27.786,0
27.787,0,27.787,0
27.788,0,27.788,0
27.789,0,27.789,0
27.79,0,27.79,0
27.791,1,27.791,0
27.792,0,27.792,3
27.793,3,27.793,2
27.794,6,27.794,2
27.795,2,27.795,1
27.796,1,27.796,1
27.797,2,27.797,0
27.798,0,27.798,0
27.799,1,27.799,1
27.8,5,27.8,1
27.801,1,27.801,0
27.802,0,27.802,1
27.803,0,27.803,0
27.804,0,27.804,0
27.805,0,27.805,1
27.806,0,27.806,1
27.807,0,27.807,0
27.808,0,27.808,0
27.809,0,27.809,0
27.81,0,27.81,0
27.811,1,27.811,0
27.812,0,27.812,3
27.813,3,27.813,2
27.814,6,27.814,2
27.815,2,27.815,1
27.816,1,27.816,1
27.817,2,27.817,0
27.818,0,27.818,0
27.819,1,27.819,1
27.82,5,27.82,1
27.821,1,27.821,0
27.822,0,27.822,1
27.823,0,27.823,0
27.824,0,27.824,0
27.825,0,27.825,1
27.826,1,27.826,1
27.827,0,27.827,0
27.828,0,27.828,0
27.829,0,27.829,0
27.83,0,27.83,0
27.831,1,27.831,0
27.832,0,27.832,4
27.833,2,27.833,2
27.834,5,27.834,2
27.835,4,27.835,1
27.836,1,27.836,1
27.837,2,27.837,0
27.838,0,27.838,0
27.839,1,27.839,1
27.84,5,27.84,1
27.841,1,27.841,0
27.842,0,27.842,1
27.843,0,27.843,0
27.844,0,27.844,0
27.845,0,27.845,1
27.846,1,27.846,1
27.847,0,27.847,0
27.848,0,27.848,0
27.849,0,27.849,0
27.85,0,27.85,0
27.851,1,27.851,0
27.852,0,27.852,4
27.853,2,27.853,2
27.854,5,27.854,2
27.855,4,27.855,1
27.856,1,27.856,1
27.857,2,27.857,0
27.858,0,27.858,0
27.859,1,27.859,1
27.86,5,27.86,1
27.861,1,27.861,0
27.862,0,27.862,1
27.863,0,27.863,0
27.864,0,27.864,0
27.865,0,27.865,1
27.866,0,27.866,1
27.867,0,27.867,0
27.868,0,27.868,0
27.869,0,27.869,0
27.87,0,27.87,0
27.871,1,27.871,0
27.872,0,27.872,3
27.873,3,27.873,2
27.874,6,27.874,2
27.875,2,27.875,1
27.876,1,27.876,1
27.877,2,27.877,0
27.878,0,27.878,0
27.879,1,27.879,1
27.88,5,27.88,1
27.881,1,27.881,0
27.882,0,27.882,1
27.883,0,27.883,0
27.884,0,27.884,0
27.885,0,27.885,1
27.886,0,27.886,0
27.887,0,27.887,0
27.888,0,27.888,0
27.889,0,27.889,0
27.89,0,27.89,0
27.891,1,27.891,0
27.892,0,27.892,3
27.893,3,27.893,2
27.894,5,27.894,2
27.895,2,27.895,1
27.896,1,27.896,1
27.897,2,27.897,0
27.898,0,27.898,0
27.899,1,27.899,1
27.9,3,27.9,2
27.901,1,27.901,0
27.902,1,27.902,1
27.903,0,27.903,0
27.904,0,27.904,0
27.905,0,27.905,1
27.906,0,27.906,0
27.907,0,27.907,0
27.908,0,27.908,0
27.909,0,27.909,0
27.91,0,27.91,0
27.911,1,27.911,0
27.912,0,27.912,3
27.913,3,27.913,2
27.914,6,27.914,2
27.915,2,27.915,1
27.916,1,27.916,1
27.917,2,27.917,0
27.918,0,27.918,0
27.919,1,27.919,1
27.92,5,27.92,1
27.921,1,27.921,0
27.922,0,27.922,1
27.923,0,27.923,0
27.924,0,27.924,0
27.925,0,27.925,1
27.926,0,27.926,0
27.927,0,27.927,0
27.928,0,27.928,0
27.929,0,27.929,0
27.93,0,27.93,0
27.931,1,27.931,0
27.932,0,27.932,3
27.933,3,27.933,2
27.934,6,27.934,2
27.935,2,27.935,1
27.936,1,27.936,1
27.937,2,27.937,0
27.938,0,27.938,0
27.939,1,27.939,1
27.94,3,27.94,1
27.941,1,27.941,0
27.942,0,27.942,1
27.943,0,27.943,0
27.944,0,27.944,0
27.945,0,27.945,1
27.946,0,27.946,0
27.947,0,27.947,0
27.948,0,27.948,0
27.949,0,27.949,0
27.95,0,27.95,0
27.951,1,27.951,0
27.952,0,27.952,3
27.953,3,27.953,2
27.954,5,27.954,2
27.955,2,27.955,1
27.956,1,27.956,1
27.957,2,27.957,0
27.958,0,27.958,0
27.959,1,27.959,1
27.96,4,27.96,1
27.961,1,27.961,0
27.962,1,27.962,1
27.963,0,27.963,0
27.964,0,27.964,0
27.965,0,27.965,1
27.966,0,27.966,1
27.967,0,27.967,0
27.968,0,27.968,0
27.969,0,27.969,0
27.97,0,27.97,0
27.971,1,27.971,0
27.972,0,27.972,3
27.973,3,27.973,2
27.974,5,27.974,2
27.975,2,27.975,1
27.976,1,27.976,1
27.977,2,27.977,0
27.978,0,27.978,0
27.979,1,27.979,1
27.98,4,27.98,1
27.981,1,27.981,0
27.982,0,27.982,1
27.983,0,27.983,0
27.984,0,27.984,0
27.985,0,27.985,1
27.986,1,27.986,1
27.987,0,27.987,0
27.988,0,27.988,0
27.989,0,27.989,0
27.99,0,27.99,0
27.991,1,27.991,0
27.992,0,27.992,4
27.993,2,27.993,2
27.994,4,27.994,2
27.995,4,27.995,1
27.996,2,27.996,1
27.997,2,27.997,0
27.998,0,27.998,0
27.999,1,27.999,1
28,4,28,1
28.001,0,28.001,0
28.002,0,28.002,1
28.003,0,28.003,0
28.004,0,28.004,0
28.005,0,28.005,1
28.006,1,28.006,1
28.007,0,28.007,0
28.008,0,28.008,0
28.009,0,28.009,0
28.01,0,28.01,0
28.011,1,28.011,0
28.012,0,28.012,4
28.013,2,28.013,2
28.014,4,28.014,2
28.015,3,28.015,1
28.016,2,28.016,1
28.017,2,28.017,0
28.018,0,28.018,0
28.019,1,28.019,1
28.02,4,28.02,1
28.021,0,28.021,0
28.022,0,28.022,1
28.023,0,28.023,0
28.024,0,28.024,0
28.025,0,28.025,1
28.026,0,28.026,0
28.027,0,28.027,0
28.028,0,28.028,0
28.029,0,28.029,0
28.03,0,28.03,0
28.031,1,28.031,0
28.032,0,28.032,3
28.033,3,28.033,2
28.034,5,28.034,2
28.035,2,28.035,1
28.036,1,28.036,1
28.037,2,28.037,0
28.038,0,28.038,0
28.039,1,28.039,1
28.04,4,28.04,1
28.041,1,28.041,0
28.042,1,28.042,1
28.043,0,28.043,0
28.044,0,28.044,0
28.045,0,28.045,1
28.046,0,28.046,1
28.047,0,28.047,0
28.048,0,28.048,0
28.049,0,28.049,0
28.05,0,28.05,0
28.051,1,28.051,0
28.052,0,28.052,3
28.053,3,28.053,2
28.054,4,28.054,2
28.055,3,28.055,1
28.056,1,28.056,1
28.057,2,28.057,0
28.058,0,28.058,0
28.059,1,28.059,1
28.06,3,28.06,0
28.061,1,28.061,0
28.062,0,28.062,1
28.063,0,28.063,0
28.064,0,28.064,0
28.065,0,28.065,1
28.066,0,28.066,0
28.067,0,28.067,0
28.068,0,28.068,0
28.069,0,28.069,0
28.07,0,28.07,0
28.071,1,28.071,0
28.072,0,28.072,3
28.073,3,28.073,2
28.074,4,28.074,2
28.075,4,28.075,1
28.076,1,28.076,1
28.077,2,28.077,0
28.078,0,28.078,0
28.079,1,28.079,1
28.08,3,28.08,0
28.081,1,28.081,0
28.082,0,28.082,1
28.083,0,28.083,0
28.084,0,28.084,0
28.085,0,28.085,1
28.086,0,28.086,0
28.087,0,28.087,0
28.088,0,28.088,0
28.089,0,28.089,0
28.09,0,28.09,0
28.091,1,28.091,0
28.092,0,28.092,3
28.093,3,28.093,2
28.094,4,28.094,2
28.095,4,28.095,1
28.096,1,28.096,1
28.097,2,28.097,0
28.098,0,28.098,1
28.099,1,28.099,1
28.1,3,28.1,0
28.101,1,28.101,0
28.102,0,28.102,1
28.103,0,28.103,0
28.104,0,28.104,0
28.105,0,28.105,1
28.106,0,28.106,0
28.107,0,28.107,0
28.108,0,28.108,0
28.109,0,28.109,0
28.11,0,28.11,0
28.111,1,28.111,0
28.112,0,28.112,3
28.113,3,28.113,2
28.114,5,28.114,2
28.115,2,28.115,1
28.116,1,28.116,1
28.117,2,28.117,0
28.118,0,28.118,0
28.119,1,28.119,1
28.12,5,28.12,1
28.121,2,28.121,0
28.122,1,28.122,1
28.123,0,28.123,0
28.124,0,28.124,0
28.125,0,28.125,1
28.126,0,28.126,1
28.127,0,28.127,0
28.128,0,28.128,1
28.129,0,28.129,0
28.13,0,28.13,0
28.131,1,28.131,0
28.132,0,28.132,3
28.133,3,28.133,2
28.134,5,28.134,2
28.135,2,28.135,1
28.136,1,28.136,1
28.137,2,28.137,0
28.138,0,28.138,0
28.139,1,28.139,1
28.14,5,28.14,1
28.141,2,28.141,0
28.142,0,28.142,1
28.143,0,28.143,0
28.144,0,28.144,0
28.145,0,28.145,1
28.146,0,28.146,1
28.147,0,28.147,0
28.148,0,28.148,0
28.149,0,28.149,0
28.15,0,28.15,0
28.151,1,28.151,0
28.152,0,28.152,3
28.153,3,28.153,2
28.154,4,28.154,2
28.155,2,28.155,1
28.156,1,28.156,1
28.157,2,28.157,0
28.158,0,28.158,0
28.159,1,28.159,1
28.16,4,28.16,1
28.161,2,28.161,0
28.162,0,28.162,1
28.163,0,28.163,0
28.164,0,28.164,0
28.165,0,28.165,1
28.166,1,28.166,0
28.167,0,28.167,0
28.168,0,28.168,0
28.169,0,28.169,0
28.17,0,28.17,0
28.171,1,28.171,0
28.172,0,28.172,3
28.173,3,28.173,2
28.174,5,28.174,2
28.175,2,28.175,1
28.176,1,28.176,1
28.177,2,28.177,0
28.178,0,28.178,0
28.179,1,28.179,1
28.18,5,28.18,1
28.181,2,28.181,0
28.182,1,28.182,1
28.183,0,28.183,0
28.184,0,28.184,0
28.185,0,28.185,1
28.186,0,28.186,0
28.187,0,28.187,0
28.188,0,28.188,0
28.189,0,28.189,0
28.19,0,28.19,0
28.191,1,28.191,0
28.192,0,28.192,3
28.193,3,28.193,2
28.194,5,28.194,2
28.195,2,28.195,1
28.196,1,28.196,1
28.197,2,28.197,0
28.198,0,28.198,0
28.199,1,28.199,1
28.2,5,28.2,1
28.201,2,28.201,0
28.202,0,28.202,1
28.203,0,28.203,0
28.204,0,28.204,0
28.205,0,28.205,1
28.206,0,28.206,0
28.207,0,28.207,0
28.208,0,28.208,0
28.209,0,28.209,0
28.21,0,28.21,0
28.211,1,28.211,0
28.212,0,28.212,3
28.213,3,28.213,2
28.214,5,28.214,2
28.215,1,28.215,1
28.216,1,28.216,1
28.217,2,28.217,0
28.218,0,28.218,0
28.219,1,28.219,1
28.22,5,28.22,1
28.221,2,28.221,1
28.222,1,28.222,1
28.223,0,28.223,0
28.224,0,28.224,0
28.225,0,28.225,1
28.226,0,28.226,1
28.227,0,28.227,0
28.228,0,28.228,0
28.229,0,28.229,0
28.23,0,28.23,0
28.231,1,28.231,0
28.232,0,28.232,3
28.233,3,28.233,2
28.234,5,28.234,2
28.235,1,28.235,1
28.236,1,28.236,1
28.237,2,28.237,0
28.238,0,28.238,0
28.239,1,28.239,1
28.24,5,28.24,1
28.241,2,28.241,0
28.242,0,28.242,1
28.243,0,28.243,0
28.244,0,28.244,0
28.245,0,28.245,1
28.246,0,28.246,0
28.247,0,28.247,0
28.248,0,28.248,0
28.249,0,28.249,0
28.25,0,28.25,0
28.251,1,28.251,0
28.252,0,28.252,3
28.253,3,28.253,2
28.254,4,28.254,2
28.255,1,28.255,1
28.256,1,28.256,1
28.257,3,28.257,0
28.258,0,28.258,0
28.259,1,28.259,1
28.26,4,28.26,1
28.261,2,28.261,0
28.262,0,28.262,1
28.263,0,28.263,0
28.264,0,28.264,0
28.265,0,28.265,1
28.266,1,28.266,1
28.267,0,28.267,0
28.268,0,28.268,0
28.269,0,28.269,0
28.27,0,28.27,0
28.271,1,28.271,0
28.272,0,28.272,4
28.273,2,28.273,2
28.274,5,28.274,2
28.275,3,28.275,1
28.276,1,28.276,1
28.277,2,28.277,0
28.278,1,28.278,0
28.279,1,28.279,1
28.28,5,28.28,1
28.281,0,28.281,0
28.282,0,28.282,1
28.283,0,28.283,0
28.284,0,28.284,0
28.285,0,28.285,1
28.286,0,28.286,0
28.287,0,28.287,0
28.288,0,28.288,0
28.289,0,28.289,0
28.29,0,28.29,0
28.291,1,28.291,0
28.292,0,28.292,3
28.293,3,28.293,2
28.294,5,28.294,2
28.295,1,28.295,1
28.296,1,28.296,1
28.297,2,28.297,0
28.298,0,28.298,0
28.299,1,28.299,1
28.3,5,28.3,1
28.301,2,28.301,0
28.302,0,28.302,1
28.303,0,28.303,0
28.304,0,28.304,0
28.305,0,28.305,1
28.306,0,28.306,0
28.307,0,28.307,0
28.308,0,28.308,0
28.309,0,28.309,0
28.31,0,28.31,0
28.311,1,28.311,0
28.312,0,28.312,3
28.313,3,28.313,2
28.314,5,28.314,2
28.315,1,28.315,1
28.316,1,28.316,1
28.317,2,28.317,0
28.318,0,28.318,1
28.319,1,28.319,1
28.32,5,28.32,1
28.321,2,28.321,0
28.322,0,28.322,1
28.323,0,28.323,0
28.324,0,28.324,0
28.325,0,28.325,1
28.326,1,28.326,1
28.327,0,28.327,0
28.328,0,28.328,0
28.329,0,28.329,0
28.33,0,28.33,0
28.331,1,28.331,0
28.332,0,28.332,4
28.333,2,28.333,2
28.334,5,28.334,2
28.335,3,28.335,1
28.336,1,28.336,1
28.337,2,28.337,0
28.338,1,28.338,0
28.339,1,28.339,1
28.34,5,28.34,1
28.341,0,28.341,0
28.342,1,28.342,1
28.343,0,28.343,0
28.344,0,28.344,0
28.345,0,28.345,1
28.346,1,28.346,0
28.347,0,28.347,0
28.348,0,28.348,0
28.349,0,28.349,0
28.35,0,28.35,0
28.351,1,28.351,0
28.352,0,28.352,3
28.353,3,28.353,2
28.354,4,28.354,2
28.355,1,28.355,1
28.356,1,28.356,1
28.357,3,28.357,0
28.358,0,28.358,0
28.359,1,28.359,1
28.36,4,28.36,1
28.361,2,28.361,0
28.362,1,28.362,1
28.363,0,28.363,0
28.364,0,28.364,0
28.365,0,28.365,1
28.366,0,28.366,1
28.367,0,28.367,0
28.368,0,28.368,1
28.369,0,28.369,0
28.37,0,28.37,0
28.371,1,28.371,0
28.372,0,28.372,3
28.373,3,28.373,2
28.374,5,28.374,2
28.375,1,28.375,1
28.376,1,28.376,1
28.377,2,28.377,0
28.378,0,28.378,0
28.379,1,28.379,1
28.38,5,28.38,1
28.381,2,28.381,0
28.382,0,28.382,1
28.383,0,28.383,0
28.384,0,28.384,0
28.385,0,28.385,1
28.386,0,28.386,0
28.387,0,28.387,0
28.388,0,28.388,0
28.389,0,28.389,0
28.39,0,28.39,0
28.391,1,28.391,0
28.392,0,28.392,3
28.393,3,28.393,2
28.394,5,28.394,2
28.395,1,28.395,1
28.396,1,28.396,1
28.397,2,28.397,0
28.398,0,28.398,0
28.399,1,28.399,1
28.4,5,28.4,1
28.401,2,28.401,0
28.402,0,28.402,1
28.403,0,28.403,0
28.404,0,28.404,0
28.405,0,28.405,1
28.406,0,28.406,1
28.407,0,28.407,0
28.408,0,28.408,0
28.409,0,28.409,0
28.41,0,28.41,0
28.411,1,28.411,0
28.412,0,28.412,3
28.413,3,28.413,2
28.414,5,28.414,2
28.415,1,28.415,1
28.416,1,28.416,1
28.417,2,28.417,0
28.418,0,28.418,0
28.419,1,28.419,1
28.42,5,28.42,1
28.421,2,28.421,0
28.422,0,28.422,1
28.423,0,28.423,0
28.424,0,28.424,0
28.425,0,28.425,1
28.426,1,28.426,1
28.427,0,28.427,0
28.428,0,28.428,0
28.429,0,28.429,0
28.43,0,28.43,0
28.431,1,28.431,0
28.432,0,28.432,4
28.433,2,28.433,2
28.434,5,28.434,2
28.435,3,28.435,1
28.436,1,28.436,1
28.437,2,28.437,0
28.438,1,28.438,0
28.439,1,28.439,1
28.44,5,28.44,1
28.441,2,28.441,0
28.442,2,28.442,1
28.443,0,28.443,0
28.444,0,28.444,0
28.445,0,28.445,1
28.446,1,28.446,1
28.447,0,28.447,0
28.448,0,28.448,0
28.449,0,28.449,0
28.45,0,28.45,0
28.451,1,28.451,0
28.452,0,28.452,4
28.453,2,28.453,2
28.454,4,28.454,2
28.455,3,28.455,1
28.456,1,28.456,1
28.457,2,28.457,0
28.458,2,28.458,0
28.459,1,28.459,1
28.46,4,28.46,1
28.461,2,28.461,0
28.462,2,28.462,1
28.463,0,28.463,0
28.464,0,28.464,0
28.465,0,28.465,1
28.466,0,28.466,1
28.467,0,28.467,0
28.468,0,28.468,0
28.469,0,28.469,0
28.47,0,28.47,0
28.471,1,28.471,0
28.472,0,28.472,3
28.473,3,28.473,2
28.474,5,28.474,2
28.475,1,28.475,1
28.476,1,28.476,1
28.477,2,28.477,0
28.478,0,28.478,0
28.479,1,28.479,1
28.48,5,28.48,1
28.481,2,28.481,0
28.482,0,28.482,1
28.483,0,28.483,0
28.484,0,28.484,0
28.485,0,28.485,1
28.486,0,28.486,1
28.487,0,28.487,0
28.488,0,28.488,0
28.489,0,28.489,0
28.49,0,28.49,0
28.491,1,28.491,0
28.492,0,28.492,3
28.493,3,28.493,2
28.494,6,28.494,2
28.495,1,28.495,1
28.496,1,28.496,1
28.497,2,28.497,0
28.498,0,28.498,0
28.499,1,28.499,1
28.5,5,28.5,2
28.501,2,28.501,0
28.502,0,28.502,1
28.503,0,28.503,0
28.504,0,28.504,0
28.505,0,28.505,1
28.506,1,28.506,1
28.507,0,28.507,0
28.508,0,28.508,0
28.509,0,28.509,0
28.51,0,28.51,0
28.511,1,28.511,0
28.512,0,28.512,4
28.513,2,28.513,2
28.514,5,28.514,2
28.515,3,28.515,1
28.516,1,28.516,1
28.517,2,28.517,0
28.518,1,28.518,0
28.519,1,28.519,1
28.52,5,28.52,1
28.521,4,28.521,1
28.522,2,28.522,1
28.523,0,28.523,0
28.524,0,28.524,0
28.525,0,28.525,1
28.526,0,28.526,1
28.527,0,28.527,0
28.528,0,28.528,0
28.529,0,28.529,0
28.53,0,28.53,0
28.531,1,28.531,0
28.532,0,28.532,3
28.533,3,28.533,2
28.534,5,28.534,2
28.535,1,28.535,1
28.536,1,28.536,1
28.537,2,28.537,0
28.538,0,28.538,0
28.539,1,28.539,1
28.54,5,28.54,1
28.541,2,28.541,0
28.542,0,28.542,1
28.543,0,28.543,0
28.544,0,28.544,0
28.545,0,28.545,1
28.546,1,28.546,1
28.547,0,28.547,0
28.548,0,28.548,0
28.549,0,28.549,0
28.55,0,28.55,0
28.551,1,28.551,0
28.552,0,28.552,4
28.553,2,28.553,2
28.554,5,28.554,2
28.555,3,28.555,1
28.556,1,28.556,1
28.557,3,28.557,0
28.558,0,28.558,0
28.559,1,28.559,1
28.56,5,28.56,2
28.561,2,28.561,0
28.562,2,28.562,1
28.563,0,28.563,0
28.564,0,28.564,0
28.565,0,28.565,1
28.566,0,28.566,1
28.567,0,28.567,0
28.568,0,28.568,0
28.569,0,28.569,0
28.57,0,28.57,0
28.571,1,28.571,0
28.572,0,28.572,3
28.573,3,28.573,2
28.574,6,28.574,2
28.575,1,28.575,1
28.576,1,28.576,1
28.577,2,28.577,0
28.578,0,28.578,0
28.579,1,28.579,1
28.58,3,28.58,0
28.581,2,28.581,0
28.582,1,28.582,1
28.583,0,28.583,0
28.584,0,28.584,0
28.585,0,28.585,1
28.586,0,28.586,0
28.587,0,28.587,0
28.588,0,28.588,0
28.589,0,28.589,0
28.59,0,28.59,0
28.591,1,28.591,0
28.592,0,28.592,3
28.593,3,28.593,2
28.594,6,28.594,2
28.595,1,28.595,1
28.596,1,28.596,1
28.597,2,28.597,0
28.598,0,28.598,0
28.599,1,28.599,1
28.6,3,28.6,0
28.601,2,28.601,0
28.602,0,28.602,1
28.603,0,28.603,0
28.604,0,28.604,0
28.605,0,28.605,1
28.606,0,28.606,0
28.607,0,28.607,0
28.608,0,28.608,0
28.609,0,28.609,0
28.61,0,28.61,0
28.611,1,28.611,0
28.612,0,28.612,3
28.613,3,28.613,2
28.614,6,28.614,2
28.615,1,28.615,1
28.616,1,28.616,1
28.617,2,28.617,0
28.618,0,28.618,0
28.619,1,28.619,1
28.62,3,28.62,0
28.621,2,28.621,0
28.622,0,28.622,1
28.623,0,28.623,0
28.624,0,28.624,0
28.625,0,28.625,1
28.626,0,28.626,0
28.627,0,28.627,0
28.628,0,28.628,0
28.629,0,28.629,0
28.63,0,28.63,0
28.631,1,28.631,0
28.632,0,28.632,3
28.633,3,28.633,2
28.634,6,28.634,2
28.635,1,28.635,1
28.636,1,28.636,1
28.637,2,28.637,0
28.638,0,28.638,0
28.639,1,28.639,1
28.64,3,28.64,0
28.641,2,28.641,0
28.642,0,28.642,1
28.643,0,28.643,0
28.644,0,28.644,0
28.645,0,28.645,1
28.646,0,28.646,0
