Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by enb in uplink with total reosurce blocks=50.,Simulation time (in s),avgServedBlocksUl-SingleCell_withSecondaryGnb-secondaryGnb #comment:- Number of resource block (values in blocks) by gnb in uplink with total reosurce blocks=50.
20.377,0,20.377,0
20.378,0,20.378,0
20.379,1,20.379,0
20.38,0,20.38,0
20.381,0,20.381,0
20.382,0,20.382,1
20.383,1,20.383,1
20.384,0,20.384,0
20.385,4,20.385,0
20.386,1,20.386,2
20.387,0,20.387,1
20.388,2,20.388,1
20.389,1,20.389,2
20.39,2,20.39,0
20.391,1,20.391,0
20.392,0,20.392,2
20.393,0,20.393,0
20.394,1,20.394,2
20.395,0,20.395,1
20.396,0,20.396,0
20.397,0,20.397,0
20.398,0,20.398,0
20.399,0,20.399,0
20.4,0,20.4,0
20.401,0,20.401,0
20.402,0,20.402,1
20.403,1,20.403,1
20.404,0,20.404,0
20.405,1,20.405,0
20.406,2,20.406,2
20.407,0,20.407,1
20.408,2,20.408,1
20.409,1,20.409,2
20.41,2,20.41,0
20.411,2,20.411,0
20.412,1,20.412,2
20.413,1,20.413,0
20.414,1,20.414,2
20.415,0,20.415,1
20.416,0,20.416,0
20.417,0,20.417,0
20.418,0,20.418,0
20.419,0,20.419,0
20.42,0,20.42,0
20.421,0,20.421,0
20.422,0,20.422,1
20.423,1,20.423,1
20.424,0,20.424,0
20.425,1,20.425,0
20.426,2,20.426,2
20.427,0,20.427,1
20.428,2,20.428,1
20.429,1,20.429,2
20.43,2,20.43,0
20.431,2,20.431,0
20.432,1,20.432,2
20.433,1,20.433,0
20.434,0,20.434,2
20.435,0,20.435,1
20.436,0,20.436,0
20.437,0,20.437,0
20.438,0,20.438,0
20.439,0,20.439,0
20.44,0,20.44,0
20.441,0,20.441,0
20.442,0,20.442,1
20.443,1,20.443,1
20.444,0,20.444,0
20.445,1,20.445,0
20.446,2,20.446,2
20.447,0,20.447,1
20.448,3,20.448,1
20.449,1,20.449,2
20.45,2,20.45,0
20.451,1,20.451,0
20.452,1,20.452,2
20.453,0,20.453,0
20.454,0,20.454,2
20.455,0,20.455,1
20.456,0,20.456,0
20.457,0,20.457,0
20.458,0,20.458,0
20.459,0,20.459,0
20.46,0,20.46,0
20.461,0,20.461,0
20.462,0,20.462,1
20.463,1,20.463,1
20.464,0,20.464,0
20.465,1,20.465,0
20.466,2,20.466,2
20.467,0,20.467,1
20.468,3,20.468,1
20.469,1,20.469,2
20.47,2,20.47,0
20.471,1,20.471,0
20.472,0,20.472,3
20.473,0,20.473,0
20.474,1,20.474,2
20.475,0,20.475,1
20.476,1,20.476,0
20.477,0,20.477,0
20.478,0,20.478,0
20.479,0,20.479,0
20.48,0,20.48,1
20.481,0,20.481,0
20.482,0,20.482,1
20.483,1,20.483,1
20.484,0,20.484,0
20.485,1,20.485,0
20.486,2,20.486,2
20.487,0,20.487,1
20.488,2,20.488,1
20.489,1,20.489,1
20.49,2,20.49,0
20.491,2,20.491,0
20.492,1,20.492,2
20.493,1,20.493,0
20.494,1,20.494,2
20.495,1,20.495,0
20.496,0,20.496,0
20.497,0,20.497,0
20.498,0,20.498,1
20.499,0,20.499,0
20.5,0,20.5,0
20.501,1,20.501,0
20.502,0,20.502,1
20.503,1,20.503,1
20.504,0,20.504,0
20.505,1,20.505,0
20.506,1,20.506,2
20.507,0,20.507,1
20.508,2,20.508,1
20.509,1,20.509,2
20.51,2,20.51,0
20.511,2,20.511,0
20.512,0,20.512,2
20.513,1,20.513,0
20.514,1,20.514,2
20.515,0,20.515,1
20.516,1,20.516,0
20.517,0,20.517,0
20.518,0,20.518,0
20.519,1,20.519,0
20.52,0,20.52,2
20.521,0,20.521,0
20.522,0,20.522,1
20.523,1,20.523,1
20.524,0,20.524,0
20.525,1,20.525,0
20.526,1,20.526,2
20.527,0,20.527,1
20.528,2,20.528,1
20.529,1,20.529,1
20.53,2,20.53,0
20.531,1,20.531,0
20.532,1,20.532,1
20.533,0,20.533,0
20.534,0,20.534,2
20.535,1,20.535,0
20.536,1,20.536,0
20.537,1,20.537,0
20.538,0,20.538,0
20.539,0,20.539,0
20.54,0,20.54,0
20.541,0,20.541,0
20.542,0,20.542,1
20.543,3,20.543,1
20.544,0,20.544,0
20.545,1,20.545,0
20.546,1,20.546,2
20.547,0,20.547,1
20.548,4,20.548,1
20.549,1,20.549,2
20.55,2,20.55,0
20.551,1,20.551,0
20.552,0,20.552,2
20.553,0,20.553,0
20.554,0,20.554,2
20.555,0,20.555,1
20.556,1,20.556,0
20.557,0,20.557,0
20.558,0,20.558,0
20.559,0,20.559,0
20.56,0,20.56,0
20.561,0,20.561,0
20.562,0,20.562,1
20.563,1,20.563,1
20.564,0,20.564,0
20.565,1,20.565,0
20.566,2,20.566,2
20.567,0,20.567,1
20.568,2,20.568,1
20.569,1,20.569,2
20.57,2,20.57,0
20.571,1,20.571,0
20.572,0,20.572,3
20.573,0,20.573,0
20.574,0,20.574,2
20.575,0,20.575,1
20.576,1,20.576,0
20.577,0,20.577,0
20.578,0,20.578,0
20.579,0,20.579,0
20.58,0,20.58,0
20.581,0,20.581,0
20.582,0,20.582,1
20.583,1,20.583,1
20.584,0,20.584,0
20.585,1,20.585,0
20.586,1,20.586,2
20.587,0,20.587,1
20.588,2,20.588,1
20.589,1,20.589,2
20.59,2,20.59,0
20.591,2,20.591,0
20.592,0,20.592,2
20.593,1,20.593,0
20.594,1,20.594,2
20.595,0,20.595,1
20.596,1,20.596,0
20.597,0,20.597,0
20.598,0,20.598,0
20.599,0,20.599,0
20.6,0,20.6,1
20.601,0,20.601,0
20.602,0,20.602,1
20.603,1,20.603,1
20.604,0,20.604,0
20.605,1,20.605,0
20.606,1,20.606,2
20.607,0,20.607,1
20.608,2,20.608,1
20.609,1,20.609,2
20.61,2,20.61,0
20.611,3,20.611,0
20.612,0,20.612,1
20.613,1,20.613,0
20.614,1,20.614,2
20.615,0,20.615,1
20.616,0,20.616,0
20.617,2,20.617,0
20.618,0,20.618,0
20.619,0,20.619,0
20.62,0,20.62,0
20.621,0,20.621,0
20.622,0,20.622,1
20.623,1,20.623,1
20.624,0,20.624,0
20.625,1,20.625,0
20.626,2,20.626,2
20.627,0,20.627,1
20.628,3,20.628,1
20.629,1,20.629,2
20.63,2,20.63,0
20.631,2,20.631,0
20.632,0,20.632,2
20.633,0,20.633,0
20.634,0,20.634,2
20.635,0,20.635,1
20.636,1,20.636,0
20.637,1,20.637,0
20.638,0,20.638,0
20.639,0,20.639,0
20.64,0,20.64,0
20.641,0,20.641,0
20.642,0,20.642,1
20.643,1,20.643,1
20.644,0,20.644,0
20.645,1,20.645,0
20.646,2,20.646,2
20.647,0,20.647,1
20.648,3,20.648,1
20.649,1,20.649,2
20.65,2,20.65,0
20.651,2,20.651,0
20.652,0,20.652,3
20.653,0,20.653,0
20.654,0,20.654,2
20.655,1,20.655,1
20.656,0,20.656,0
20.657,1,20.657,0
20.658,0,20.658,0
20.659,0,20.659,0
20.66,0,20.66,0
20.661,0,20.661,0
20.662,0,20.662,1
20.663,1,20.663,1
20.664,0,20.664,0
20.665,1,20.665,0
20.666,2,20.666,2
20.667,0,20.667,1
20.668,3,20.668,1
20.669,1,20.669,2
20.67,1,20.67,0
20.671,2,20.671,0
20.672,0,20.672,3
20.673,1,20.673,0
20.674,1,20.674,2
20.675,0,20.675,1
20.676,0,20.676,0
20.677,0,20.677,0
20.678,0,20.678,0
20.679,1,20.679,0
20.68,0,20.68,0
20.681,0,20.681,0
20.682,0,20.682,1
20.683,1,20.683,1
20.684,0,20.684,0
20.685,1,20.685,0
20.686,1,20.686,2
20.687,0,20.687,1
20.688,2,20.688,1
20.689,1,20.689,2
20.69,1,20.69,0
20.691,2,20.691,0
20.692,0,20.692,2
20.693,1,20.693,0
20.694,1,20.694,2
20.695,0,20.695,1
20.696,0,20.696,0
20.697,0,20.697,0
20.698,0,20.698,0
20.699,0,20.699,0
20.7,1,20.7,0
20.701,0,20.701,0
20.702,0,20.702,1
20.703,1,20.703,1
20.704,0,20.704,0
20.705,1,20.705,0
20.706,3,20.706,2
20.707,0,20.707,1
20.708,2,20.708,1
20.709,1,20.709,2
20.71,1,20.71,0
20.711,3,20.711,0
20.712,0,20.712,2
20.713,0,20.713,0
20.714,0,20.714,2
20.715,0,20.715,1
20.716,1,20.716,0
20.717,3,20.717,0
20.718,0,20.718,0
20.719,0,20.719,0
20.72,0,20.72,0
20.721,0,20.721,0
20.722,0,20.722,1
20.723,1,20.723,1
20.724,0,20.724,0
20.725,1,20.725,0
20.726,2,20.726,2
20.727,0,20.727,1
20.728,3,20.728,1
20.729,1,20.729,2
20.73,2,20.73,0
20.731,2,20.731,0
20.732,1,20.732,3
20.733,0,20.733,0
20.734,0,20.734,2
20.735,0,20.735,1
20.736,1,20.736,0
20.737,1,20.737,0
20.738,0,20.738,1
20.739,0,20.739,0
20.74,0,20.74,0
20.741,0,20.741,0
20.742,0,20.742,1
20.743,1,20.743,1
20.744,0,20.744,0
20.745,1,20.745,0
20.746,2,20.746,2
20.747,0,20.747,1
20.748,3,20.748,1
20.749,1,20.749,2
20.75,2,20.75,0
20.751,3,20.751,0
20.752,1,20.752,2
20.753,1,20.753,0
20.754,1,20.754,2
20.755,0,20.755,1
20.756,1,20.756,0
20.757,1,20.757,0
20.758,0,20.758,0
20.759,0,20.759,0
20.76,0,20.76,0
20.761,0,20.761,0
20.762,0,20.762,1
20.763,1,20.763,1
20.764,0,20.764,0
20.765,1,20.765,0
20.766,2,20.766,2
20.767,0,20.767,1
20.768,2,20.768,1
20.769,1,20.769,2
20.77,2,20.77,0
20.771,2,20.771,0
20.772,0,20.772,3
20.773,1,20.773,0
20.774,1,20.774,2
20.775,0,20.775,1
20.776,0,20.776,0
20.777,0,20.777,0
20.778,0,20.778,0
20.779,0,20.779,0
20.78,0,20.78,0
20.781,0,20.781,0
20.782,0,20.782,1
20.783,1,20.783,1
20.784,0,20.784,0
20.785,1,20.785,0
20.786,1,20.786,2
20.787,0,20.787,1
20.788,2,20.788,1
20.789,1,20.789,2
20.79,2,20.79,0
20.791,1,20.791,0
20.792,0,20.792,2
20.793,0,20.793,0
20.794,0,20.794,2
20.795,0,20.795,1
20.796,0,20.796,0
20.797,0,20.797,0
20.798,0,20.798,0
20.799,0,20.799,0
20.8,0,20.8,0
20.801,0,20.801,0
20.802,0,20.802,1
20.803,1,20.803,1
20.804,0,20.804,0
20.805,1,20.805,0
20.806,1,20.806,2
20.807,0,20.807,1
20.808,3,20.808,1
20.809,1,20.809,2
20.81,2,20.81,0
20.811,2,20.811,0
20.812,0,20.812,2
20.813,0,20.813,0
20.814,0,20.814,2
20.815,0,20.815,1
20.816,0,20.816,0
20.817,2,20.817,0
20.818,0,20.818,0
20.819,0,20.819,0
20.82,0,20.82,0
20.821,0,20.821,0
20.822,0,20.822,1
20.823,1,20.823,1
20.824,0,20.824,0
20.825,1,20.825,0
20.826,2,20.826,2
20.827,0,20.827,1
20.828,3,20.828,1
20.829,1,20.829,2
20.83,2,20.83,0
20.831,2,20.831,0
20.832,1,20.832,2
20.833,1,20.833,0
20.834,1,20.834,2
20.835,0,20.835,1
20.836,0,20.836,0
20.837,0,20.837,0
20.838,0,20.838,0
20.839,0,20.839,0
20.84,0,20.84,1
20.841,0,20.841,0
20.842,0,20.842,1
20.843,1,20.843,1
20.844,0,20.844,0
20.845,1,20.845,0
20.846,2,20.846,2
20.847,0,20.847,1
20.848,2,20.848,1
20.849,1,20.849,1
20.85,2,20.85,0
20.851,3,20.851,0
20.852,1,20.852,2
20.853,1,20.853,0
20.854,1,20.854,2
20.855,0,20.855,0
20.856,0,20.856,0
20.857,1,20.857,0
20.858,0,20.858,1
20.859,0,20.859,0
20.86,0,20.86,1
20.861,0,20.861,0
20.862,0,20.862,1
20.863,1,20.863,1
20.864,0,20.864,0
20.865,1,20.865,0
20.866,2,20.866,2
20.867,0,20.867,1
20.868,2,20.868,1
20.869,1,20.869,1
20.87,2,20.87,0
20.871,2,20.871,0
20.872,1,20.872,2
20.873,0,20.873,0
20.874,0,20.874,2
20.875,0,20.875,0
20.876,0,20.876,0
20.877,0,20.877,0
20.878,0,20.878,0
20.879,0,20.879,0
20.88,0,20.88,0
20.881,0,20.881,0
20.882,0,20.882,1
20.883,1,20.883,1
20.884,0,20.884,0
20.885,1,20.885,0
20.886,2,20.886,2
20.887,0,20.887,1
20.888,2,20.888,1
20.889,1,20.889,2
20.89,2,20.89,0
20.891,1,20.891,0
20.892,1,20.892,2
20.893,0,20.893,0
20.894,0,20.894,2
20.895,0,20.895,1
20.896,0,20.896,0
20.897,0,20.897,0
20.898,0,20.898,0
20.899,0,20.899,0
20.9,0,20.9,0
20.901,0,20.901,0
20.902,0,20.902,1
20.903,1,20.903,1
20.904,0,20.904,0
20.905,1,20.905,0
20.906,1,20.906,2
20.907,0,20.907,1
20.908,2,20.908,1
20.909,1,20.909,2
20.91,2,20.91,0
20.911,1,20.911,0
20.912,0,20.912,2
20.913,0,20.913,0
20.914,0,20.914,2
20.915,0,20.915,1
20.916,0,20.916,0
20.917,0,20.917,0
20.918,0,20.918,0
20.919,0,20.919,0
20.92,0,20.92,0
20.921,0,20.921,0
20.922,0,20.922,1
20.923,1,20.923,1
20.924,0,20.924,0
20.925,1,20.925,0
20.926,1,20.926,2
20.927,0,20.927,1
20.928,3,20.928,1
20.929,1,20.929,2
20.93,2,20.93,0
20.931,2,20.931,0
20.932,1,20.932,2
20.933,1,20.933,0
20.934,1,20.934,2
20.935,0,20.935,0
20.936,0,20.936,0
20.937,0,20.937,0
20.938,0,20.938,1
20.939,1,20.939,0
20.94,0,20.94,0
20.941,0,20.941,0
20.942,0,20.942,1
20.943,1,20.943,1
20.944,0,20.944,0
20.945,1,20.945,0
20.946,1,20.946,2
20.947,0,20.947,1
20.948,3,20.948,1
20.949,1,20.949,2
20.95,2,20.95,0
20.951,2,20.951,0
20.952,0,20.952,2
20.953,1,20.953,0
20.954,1,20.954,2
20.955,0,20.955,1
20.956,0,20.956,0
20.957,0,20.957,0
20.958,0,20.958,0
20.959,1,20.959,0
20.96,0,20.96,0
20.961,0,20.961,0
20.962,0,20.962,1
20.963,1,20.963,1
20.964,0,20.964,0
20.965,1,20.965,0
20.966,1,20.966,2
20.967,0,20.967,1
20.968,2,20.968,1
20.969,1,20.969,2
20.97,2,20.97,0
20.971,1,20.971,0
20.972,0,20.972,2
20.973,0,20.973,0
20.974,0,20.974,2
20.975,1,20.975,1
20.976,0,20.976,0
20.977,1,20.977,0
20.978,0,20.978,0
20.979,0,20.979,0
20.98,1,20.98,0
20.981,0,20.981,0
20.982,0,20.982,1
20.983,1,20.983,1
20.984,0,20.984,0
20.985,1,20.985,0
20.986,1,20.986,2
20.987,0,20.987,1
20.988,2,20.988,1
20.989,1,20.989,1
20.99,2,20.99,0
20.991,1,20.991,0
20.992,0,20.992,1
20.993,0,20.993,0
20.994,1,20.994,3
20.995,0,20.995,0
20.996,0,20.996,0
20.997,0,20.997,0
20.998,0,20.998,0
20.999,0,20.999,0
21,0,21,1
21.001,0,21.001,0
21.002,0,21.002,1
21.003,1,21.003,1
21.004,0,21.004,0
21.005,1,21.005,0
21.006,1,21.006,2
21.007,0,21.007,1
21.008,3,21.008,1
21.009,1,21.009,2
21.01,2,21.01,0
21.011,2,21.011,0
21.012,0,21.012,2
21.013,1,21.013,0
21.014,1,21.014,2
21.015,0,21.015,1
21.016,0,21.016,0
21.017,0,21.017,0
21.018,0,21.018,0
21.019,0,21.019,0
21.02,0,21.02,1
21.021,0,21.021,0
21.022,1,21.022,1
21.023,1,21.023,1
21.024,0,21.024,0
21.025,1,21.025,0
21.026,1,21.026,2
21.027,0,21.027,1
21.028,7,21.028,1
21.029,1,21.029,1
21.03,2,21.03,0
21.031,1,21.031,0
21.032,0,21.032,2
21.033,1,21.033,0
21.034,2,21.034,2
21.035,0,21.035,0
21.036,0,21.036,0
21.037,0,21.037,0
21.038,0,21.038,0
21.039,1,21.039,0
21.04,0,21.04,1
21.041,0,21.041,0
21.042,0,21.042,1
21.043,1,21.043,1
21.044,0,21.044,0
21.045,3,21.045,0
21.046,1,21.046,2
21.047,0,21.047,1
21.048,2,21.048,1
21.049,1,21.049,1
21.05,3,21.05,0
21.051,2,21.051,0
21.052,0,21.052,2
21.053,0,21.053,0
21.054,0,21.054,2
21.055,1,21.055,0
21.056,0,21.056,0
21.057,0,21.057,0
21.058,0,21.058,0
21.059,0,21.059,0
21.06,0,21.06,0
21.061,0,21.061,0
21.062,0,21.062,1
21.063,1,21.063,1
21.064,0,21.064,0
21.065,1,21.065,0
21.066,2,21.066,2
21.067,0,21.067,1
21.068,2,21.068,1
21.069,1,21.069,2
21.07,2,21.07,0
21.071,1,21.071,0
21.072,0,21.072,3
21.073,0,21.073,0
21.074,0,21.074,2
21.075,1,21.075,1
21.076,0,21.076,0
21.077,0,21.077,0
21.078,0,21.078,0
21.079,0,21.079,0
21.08,0,21.08,0
21.081,0,21.081,1
21.082,0,21.082,1
21.083,1,21.083,1
21.084,0,21.084,0
21.085,1,21.085,0
21.086,1,21.086,2
21.087,0,21.087,1
21.088,2,21.088,1
21.089,1,21.089,2
21.09,2,21.09,0
21.091,1,21.091,0
21.092,0,21.092,2
21.093,0,21.093,0
21.094,0,21.094,2
21.095,0,21.095,1
21.096,0,21.096,0
21.097,0,21.097,0
21.098,0,21.098,0
21.099,0,21.099,0
21.1,0,21.1,1
21.101,0,21.101,0
21.102,0,21.102,1
21.103,1,21.103,1
21.104,0,21.104,0
21.105,1,21.105,0
21.106,1,21.106,2
21.107,0,21.107,1
21.108,3,21.108,1
21.109,1,21.109,1
21.11,2,21.11,0
21.111,3,21.111,0
21.112,0,21.112,2
21.113,0,21.113,0
21.114,1,21.114,2
21.115,0,21.115,0
21.116,0,21.116,0
21.117,2,21.117,0
21.118,0,21.118,0
21.119,1,21.119,0
21.12,0,21.12,1
21.121,0,21.121,0
21.122,0,21.122,1
21.123,1,21.123,1
21.124,0,21.124,0
21.125,1,21.125,0
21.126,2,21.126,2
21.127,0,21.127,1
21.128,3,21.128,1
21.129,1,21.129,1
21.13,2,21.13,0
21.131,2,21.131,0
21.132,1,21.132,2
21.133,0,21.133,0
21.134,1,21.134,3
21.135,0,21.135,0
21.136,0,21.136,0
21.137,0,21.137,0
21.138,0,21.138,0
21.139,1,21.139,0
21.14,0,21.14,1
21.141,0,21.141,0
21.142,0,21.142,1
21.143,1,21.143,1
21.144,0,21.144,0
21.145,1,21.145,0
21.146,2,21.146,2
21.147,0,21.147,1
21.148,2,21.148,1
21.149,1,21.149,1
21.15,2,21.15,0
21.151,3,21.151,0
21.152,1,21.152,2
21.153,0,21.153,0
21.154,0,21.154,3
21.155,0,21.155,0
21.156,0,21.156,0
21.157,1,21.157,0
21.158,0,21.158,0
21.159,0,21.159,0
21.16,0,21.16,0
21.161,0,21.161,0
21.162,0,21.162,1
21.163,1,21.163,1
21.164,0,21.164,0
21.165,1,21.165,0
21.166,2,21.166,2
21.167,0,21.167,1
21.168,2,21.168,1
21.169,1,21.169,2
21.17,2,21.17,0
21.171,1,21.171,0
21.172,0,21.172,3
21.173,0,21.173,0
21.174,0,21.174,2
21.175,1,21.175,1
21.176,0,21.176,0
21.177,0,21.177,0
21.178,0,21.178,0
21.179,0,21.179,0
21.18,0,21.18,0
21.181,0,21.181,0
21.182,0,21.182,1
21.183,1,21.183,1
21.184,0,21.184,0
21.185,1,21.185,0
21.186,1,21.186,2
21.187,0,21.187,1
21.188,2,21.188,1
21.189,1,21.189,2
21.19,2,21.19,0
21.191,1,21.191,0
21.192,0,21.192,2
21.193,0,21.193,0
21.194,0,21.194,3
21.195,0,21.195,1
21.196,0,21.196,0
21.197,0,21.197,0
21.198,0,21.198,0
21.199,0,21.199,0
21.2,0,21.2,0
21.201,0,21.201,0
21.202,0,21.202,1
21.203,1,21.203,1
21.204,0,21.204,0
21.205,1,21.205,0
21.206,1,21.206,2
21.207,0,21.207,1
21.208,3,21.208,1
21.209,1,21.209,2
21.21,2,21.21,0
21.211,3,21.211,0
21.212,0,21.212,2
21.213,1,21.213,0
21.214,1,21.214,3
21.215,0,21.215,1
21.216,1,21.216,0
21.217,1,21.217,0
21.218,0,21.218,0
21.219,0,21.219,0
21.22,0,21.22,2
21.221,0,21.221,0
21.222,0,21.222,1
21.223,4,21.223,1
21.224,0,21.224,0
21.225,1,21.225,0
21.226,1,21.226,2
21.227,0,21.227,1
21.228,3,21.228,1
21.229,1,21.229,1
21.23,2,21.23,0
21.231,2,21.231,0
21.232,0,21.232,2
21.233,0,21.233,0
21.234,1,21.234,3
21.235,0,21.235,0
21.236,0,21.236,0
21.237,0,21.237,0
21.238,0,21.238,0
21.239,0,21.239,0
21.24,0,21.24,1
21.241,0,21.241,0
21.242,0,21.242,1
21.243,1,21.243,1
21.244,0,21.244,0
21.245,1,21.245,0
21.246,2,21.246,2
21.247,0,21.247,1
21.248,2,21.248,1
21.249,1,21.249,1
21.25,2,21.25,0
21.251,2,21.251,0
21.252,0,21.252,3
21.253,0,21.253,0
21.254,0,21.254,2
21.255,0,21.255,0
21.256,1,21.256,0
21.257,0,21.257,0
21.258,0,21.258,0
21.259,0,21.259,0
21.26,0,21.26,0
21.261,0,21.261,0
21.262,0,21.262,1
21.263,1,21.263,1
21.264,0,21.264,0
21.265,1,21.265,0
21.266,2,21.266,2
21.267,0,21.267,1
21.268,2,21.268,1
21.269,1,21.269,2
21.27,2,21.27,0
21.271,1,21.271,0
21.272,0,21.272,3
21.273,0,21.273,0
21.274,0,21.274,3
21.275,0,21.275,1
21.276,0,21.276,0
21.277,0,21.277,0
21.278,0,21.278,0
21.279,0,21.279,0
21.28,0,21.28,0
21.281,0,21.281,0
21.282,0,21.282,1
21.283,1,21.283,1
21.284,0,21.284,0
21.285,1,21.285,0
21.286,2,21.286,2
21.287,0,21.287,1
21.288,2,21.288,1
21.289,1,21.289,2
21.29,2,21.29,0
21.291,3,21.291,0
21.292,0,21.292,3
21.293,0,21.293,0
21.294,0,21.294,3
21.295,0,21.295,1
21.296,0,21.296,0
21.297,0,21.297,0
21.298,0,21.298,0
21.299,0,21.299,0
21.3,0,21.3,0
21.301,0,21.301,0
21.302,0,21.302,1
21.303,1,21.303,1
21.304,0,21.304,0
21.305,1,21.305,0
21.306,2,21.306,2
21.307,0,21.307,1
21.308,3,21.308,1
21.309,1,21.309,2
21.31,2,21.31,0
21.311,3,21.311,0
21.312,0,21.312,3
21.313,0,21.313,0
21.314,1,21.314,3
21.315,0,21.315,0
21.316,0,21.316,0
21.317,0,21.317,0
21.318,0,21.318,0
21.319,1,21.319,0
21.32,0,21.32,2
21.321,0,21.321,0
21.322,0,21.322,1
21.323,1,21.323,1
21.324,0,21.324,0
21.325,1,21.325,0
21.326,2,21.326,2
21.327,0,21.327,1
21.328,3,21.328,1
21.329,1,21.329,1
21.33,2,21.33,0
21.331,2,21.331,0
21.332,1,21.332,2
21.333,0,21.333,0
21.334,1,21.334,3
21.335,0,21.335,0
21.336,0,21.336,0
21.337,1,21.337,0
21.338,0,21.338,0
21.339,1,21.339,0
21.34,0,21.34,1
21.341,0,21.341,0
21.342,0,21.342,1
21.343,1,21.343,1
21.344,0,21.344,0
21.345,1,21.345,0
21.346,2,21.346,2
21.347,0,21.347,1
21.348,2,21.348,1
21.349,1,21.349,1
21.35,2,21.35,0
21.351,3,21.351,0
21.352,0,21.352,3
21.353,0,21.353,0
21.354,0,21.354,2
21.355,0,21.355,0
21.356,0,21.356,0
21.357,0,21.357,0
21.358,0,21.358,0
21.359,0,21.359,0
21.36,0,21.36,1
21.361,0,21.361,0
21.362,0,21.362,1
21.363,1,21.363,1
21.364,0,21.364,0
21.365,1,21.365,0
21.366,2,21.366,2
21.367,0,21.367,1
21.368,2,21.368,1
21.369,1,21.369,1
21.37,2,21.37,0
21.371,1,21.371,0
21.372,1,21.372,2
21.373,0,21.373,0
21.374,0,21.374,2
21.375,0,21.375,0
21.376,0,21.376,0
21.377,0,21.377,0
21.378,0,21.378,1
21.379,0,21.379,0
21.38,0,21.38,0
21.381,0,21.381,0
21.382,0,21.382,1
21.383,1,21.383,1
21.384,0,21.384,0
21.385,1,21.385,0
21.386,2,21.386,2
21.387,0,21.387,1
21.388,2,21.388,1
21.389,1,21.389,2
21.39,2,21.39,0
21.391,2,21.391,0
21.392,0,21.392,3
21.393,0,21.393,0
21.394,0,21.394,3
21.395,0,21.395,1
21.396,0,21.396,0
21.397,0,21.397,0
21.398,0,21.398,0
21.399,0,21.399,0
21.4,0,21.4,0
21.401,0,21.401,0
21.402,0,21.402,1
21.403,1,21.403,1
21.404,0,21.404,0
21.405,1,21.405,0
21.406,2,21.406,2
21.407,0,21.407,1
21.408,2,21.408,1
21.409,1,21.409,2
21.41,2,21.41,0
21.411,2,21.411,0
21.412,0,21.412,3
21.413,0,21.413,0
21.414,0,21.414,3
21.415,0,21.415,0
21.416,0,21.416,0
21.417,0,21.417,0
21.418,0,21.418,0
21.419,0,21.419,0
21.42,0,21.42,0
21.421,0,21.421,0
21.422,0,21.422,1
21.423,1,21.423,1
21.424,0,21.424,0
21.425,1,21.425,0
21.426,2,21.426,2
21.427,0,21.427,1
21.428,3,21.428,1
21.429,1,21.429,2
21.43,2,21.43,0
21.431,2,21.431,0
21.432,0,21.432,3
21.433,0,21.433,0
21.434,1,21.434,3
21.435,0,21.435,1
21.436,0,21.436,0
21.437,0,21.437,0
21.438,0,21.438,1
21.439,0,21.439,0
21.44,0,21.44,1
21.441,0,21.441,0
21.442,0,21.442,1
21.443,1,21.443,1
21.444,0,21.444,0
21.445,1,21.445,0
21.446,2,21.446,2
21.447,0,21.447,1
21.448,3,21.448,1
21.449,1,21.449,1
21.45,2,21.45,0
21.451,2,21.451,0
21.452,0,21.452,2
21.453,0,21.453,0
21.454,1,21.454,2
21.455,0,21.455,0
21.456,0,21.456,0
21.457,0,21.457,0
21.458,0,21.458,0
21.459,0,21.459,0
21.46,0,21.46,1
21.461,0,21.461,0
21.462,0,21.462,1
21.463,1,21.463,1
21.464,0,21.464,0
21.465,1,21.465,0
21.466,2,21.466,2
21.467,0,21.467,1
21.468,2,21.468,1
21.469,1,21.469,1
21.47,2,21.47,0
21.471,2,21.471,0
21.472,0,21.472,3
21.473,0,21.473,0
21.474,0,21.474,3
21.475,0,21.475,0
21.476,0,21.476,0
21.477,1,21.477,0
21.478,0,21.478,0
21.479,0,21.479,0
21.48,0,21.48,0
21.481,0,21.481,0
21.482,0,21.482,1
21.483,1,21.483,1
21.484,0,21.484,0
21.485,1,21.485,0
21.486,2,21.486,2
21.487,0,21.487,1
21.488,2,21.488,1
21.489,1,21.489,2
21.49,2,21.49,0
21.491,2,21.491,0
21.492,0,21.492,3
21.493,0,21.493,0
21.494,0,21.494,3
21.495,0,21.495,1
21.496,0,21.496,0
21.497,0,21.497,0
21.498,0,21.498,0
21.499,0,21.499,0
21.5,0,21.5,0
21.501,0,21.501,0
21.502,0,21.502,1
21.503,1,21.503,1
21.504,0,21.504,0
21.505,1,21.505,0
21.506,2,21.506,2
21.507,0,21.507,1
21.508,2,21.508,1
21.509,1,21.509,2
21.51,2,21.51,0
21.511,3,21.511,0
21.512,0,21.512,3
21.513,0,21.513,0
21.514,0,21.514,3
21.515,0,21.515,1
21.516,0,21.516,0
21.517,0,21.517,0
21.518,0,21.518,0
21.519,0,21.519,0
21.52,0,21.52,0
21.521,0,21.521,0
21.522,0,21.522,1
21.523,1,21.523,1
21.524,0,21.524,0
21.525,1,21.525,0
21.526,2,21.526,2
21.527,0,21.527,1
21.528,3,21.528,1
21.529,1,21.529,2
