Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb1 #comment:- Number of resource block (values in blocks) by Enb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb1 #comment:- Number of resource block (values in blocks) by Gnb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb2  #comment:- Number of resource block (values in blocks) by Enb2 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb2   #comment:- Number of resource block (values in blocks) by Gnb2 in downlink with total reource blocks=50.
43.394,1,43.394,1,43.394,1,43.394,1
43.395,0,43.395,1,43.395,1,43.395,0
43.396,1,43.396,0,43.396,0,43.396,1
43.397,1,43.397,0,43.397,0,43.397,0
43.398,0,43.398,1,43.398,0,43.398,1
43.399,0,43.399,1,43.399,1,43.399,0
43.4,2,43.4,1,43.4,1,43.4,0
43.401,0,43.401,0,43.401,0,43.401,0
43.402,0,43.402,0,43.402,0,43.402,0
43.403,0,43.403,0,43.403,0,43.403,0
43.404,0,43.404,1,43.404,0,43.404,1
43.405,0,43.405,0,43.405,0,43.405,0
43.406,0,43.406,1,43.406,1,43.406,0
43.407,0,43.407,0,43.407,0,43.407,0
43.408,0,43.408,0,43.408,0,43.408,0
43.409,0,43.409,0,43.409,0,43.409,0
43.41,0,43.41,0,43.41,0,43.41,0
43.411,1,43.411,0,43.411,0,43.411,0
43.412,0,43.412,1,43.412,0,43.412,2
43.413,0,43.413,1,43.413,2,43.413,0
43.414,1,43.414,1,43.414,1,43.414,1
43.415,0,43.415,1,43.415,1,43.415,0
43.416,1,43.416,0,43.416,0,43.416,1
43.417,1,43.417,0,43.417,0,43.417,0
43.418,0,43.418,1,43.418,0,43.418,0
43.419,0,43.419,1,43.419,1,43.419,0
43.42,1,43.42,1,43.42,1,43.42,0
43.421,0,43.421,0,43.421,0,43.421,0
43.422,0,43.422,0,43.422,0,43.422,0
43.423,0,43.423,0,43.423,0,43.423,0
43.424,0,43.424,0,43.424,0,43.424,0
43.425,0,43.425,0,43.425,0,43.425,0
43.426,0,43.426,0,43.426,1,43.426,0
43.427,0,43.427,0,43.427,0,43.427,0
43.428,0,43.428,0,43.428,0,43.428,0
43.429,0,43.429,0,43.429,0,43.429,0
43.43,0,43.43,0,43.43,0,43.43,0
43.431,1,43.431,0,43.431,0,43.431,0
43.432,0,43.432,1,43.432,0,43.432,2
43.433,0,43.433,1,43.433,2,43.433,0
43.434,1,43.434,1,43.434,1,43.434,1
43.435,0,43.435,1,43.435,1,43.435,0
43.436,1,43.436,0,43.436,0,43.436,1
43.437,1,43.437,0,43.437,0,43.437,0
43.438,0,43.438,1,43.438,0,43.438,1
43.439,0,43.439,1,43.439,1,43.439,0
43.44,1,43.44,1,43.44,1,43.44,0
43.441,0,43.441,0,43.441,0,43.441,0
43.442,0,43.442,0,43.442,0,43.442,0
43.443,0,43.443,0,43.443,0,43.443,0
43.444,0,43.444,0,43.444,0,43.444,0
43.445,0,43.445,0,43.445,0,43.445,0
43.446,0,43.446,0,43.446,1,43.446,0
43.447,0,43.447,0,43.447,0,43.447,0
43.448,0,43.448,0,43.448,0,43.448,0
43.449,0,43.449,0,43.449,0,43.449,0
43.45,0,43.45,0,43.45,0,43.45,0
43.451,1,43.451,0,43.451,0,43.451,0
43.452,0,43.452,1,43.452,0,43.452,2
43.453,0,43.453,1,43.453,2,43.453,0
43.454,1,43.454,1,43.454,1,43.454,1
43.455,0,43.455,1,43.455,1,43.455,0
43.456,1,43.456,0,43.456,0,43.456,1
43.457,1,43.457,0,43.457,0,43.457,0
43.458,0,43.458,1,43.458,0,43.458,1
43.459,0,43.459,1,43.459,1,43.459,0
43.46,2,43.46,1,43.46,1,43.46,0
43.461,0,43.461,0,43.461,0,43.461,0
43.462,0,43.462,0,43.462,0,43.462,0
43.463,0,43.463,0,43.463,0,43.463,0
43.464,0,43.464,1,43.464,0,43.464,0
43.465,0,43.465,0,43.465,0,43.465,0
43.466,0,43.466,1,43.466,1,43.466,0
43.467,0,43.467,0,43.467,0,43.467,0
43.468,0,43.468,0,43.468,0,43.468,0
43.469,0,43.469,0,43.469,0,43.469,0
43.47,0,43.47,0,43.47,0,43.47,0
43.471,1,43.471,0,43.471,0,43.471,0
43.472,0,43.472,1,43.472,0,43.472,2
43.473,0,43.473,1,43.473,2,43.473,0
43.474,1,43.474,1,43.474,1,43.474,1
43.475,0,43.475,1,43.475,1,43.475,0
43.476,1,43.476,0,43.476,0,43.476,1
43.477,1,43.477,0,43.477,0,43.477,0
43.478,0,43.478,1,43.478,0,43.478,1
43.479,0,43.479,1,43.479,1,43.479,0
43.48,1,43.48,1,43.48,1,43.48,0
43.481,0,43.481,0,43.481,0,43.481,0
43.482,0,43.482,0,43.482,0,43.482,0
43.483,0,43.483,0,43.483,0,43.483,0
43.484,0,43.484,1,43.484,0,43.484,0
43.485,0,43.485,0,43.485,0,43.485,0
43.486,0,43.486,0,43.486,1,43.486,0
43.487,0,43.487,0,43.487,0,43.487,0
43.488,0,43.488,0,43.488,0,43.488,0
43.489,0,43.489,0,43.489,0,43.489,0
43.49,0,43.49,0,43.49,0,43.49,0
43.491,1,43.491,0,43.491,0,43.491,0
43.492,0,43.492,1,43.492,0,43.492,2
43.493,0,43.493,1,43.493,2,43.493,0
43.494,1,43.494,1,43.494,1,43.494,1
43.495,0,43.495,1,43.495,1,43.495,0
43.496,1,43.496,0,43.496,0,43.496,1
43.497,1,43.497,0,43.497,0,43.497,0
43.498,0,43.498,1,43.498,0,43.498,1
43.499,0,43.499,1,43.499,1,43.499,0
43.5,1,43.5,1,43.5,1,43.5,0
43.501,0,43.501,0,43.501,0,43.501,0
43.502,0,43.502,0,43.502,0,43.502,0
43.503,0,43.503,0,43.503,0,43.503,0
43.504,0,43.504,0,43.504,0,43.504,0
43.505,0,43.505,0,43.505,0,43.505,0
43.506,0,43.506,0,43.506,1,43.506,0
43.507,0,43.507,0,43.507,0,43.507,0
43.508,0,43.508,0,43.508,0,43.508,0
43.509,0,43.509,0,43.509,0,43.509,0
43.51,0,43.51,0,43.51,0,43.51,0
43.511,1,43.511,0,43.511,0,43.511,0
43.512,0,43.512,1,43.512,0,43.512,2
43.513,0,43.513,1,43.513,2,43.513,0
43.514,1,43.514,1,43.514,1,43.514,1
43.515,0,43.515,1,43.515,1,43.515,0
43.516,1,43.516,0,43.516,0,43.516,1
43.517,1,43.517,0,43.517,0,43.517,0
43.518,0,43.518,1,43.518,0,43.518,0
43.519,0,43.519,1,43.519,1,43.519,0
43.52,1,43.52,1,43.52,1,43.52,0
43.521,0,43.521,0,43.521,0,43.521,0
43.522,0,43.522,0,43.522,0,43.522,0
43.523,0,43.523,0,43.523,0,43.523,0
43.524,0,43.524,0,43.524,0,43.524,0
43.525,0,43.525,0,43.525,0,43.525,0
43.526,0,43.526,0,43.526,1,43.526,0
43.527,0,43.527,0,43.527,0,43.527,0
43.528,0,43.528,0,43.528,0,43.528,0
43.529,0,43.529,0,43.529,0,43.529,0
43.53,0,43.53,0,43.53,0,43.53,0
43.531,1,43.531,0,43.531,0,43.531,0
43.532,0,43.532,1,43.532,0,43.532,2
43.533,0,43.533,1,43.533,2,43.533,0
43.534,1,43.534,1,43.534,1,43.534,1
43.535,0,43.535,1,43.535,1,43.535,0
43.536,1,43.536,0,43.536,0,43.536,1
43.537,1,43.537,0,43.537,0,43.537,0
43.538,0,43.538,1,43.538,0,43.538,0
43.539,0,43.539,1,43.539,1,43.539,0
43.54,1,43.54,1,43.54,1,43.54,0
43.541,0,43.541,0,43.541,0,43.541,0
43.542,0,43.542,0,43.542,0,43.542,0
43.543,0,43.543,0,43.543,0,43.543,0
43.544,0,43.544,0,43.544,0,43.544,0
43.545,0,43.545,0,43.545,0,43.545,0
43.546,0,43.546,0,43.546,1,43.546,0
43.547,0,43.547,0,43.547,0,43.547,0
43.548,0,43.548,0,43.548,0,43.548,0
43.549,0,43.549,0,43.549,0,43.549,0
43.55,0,43.55,0,43.55,0,43.55,0
43.551,1,43.551,0,43.551,0,43.551,0
43.552,0,43.552,1,43.552,0,43.552,2
43.553,0,43.553,1,43.553,2,43.553,0
43.554,1,43.554,1,43.554,1,43.554,1
43.555,0,43.555,1,43.555,1,43.555,0
43.556,1,43.556,0,43.556,0,43.556,1
43.557,1,43.557,0,43.557,0,43.557,0
43.558,0,43.558,1,43.558,0,43.558,1
43.559,0,43.559,1,43.559,1,43.559,0
43.56,1,43.56,1,43.56,1,43.56,0
43.561,0,43.561,0,43.561,0,43.561,0
43.562,0,43.562,0,43.562,0,43.562,0
43.563,0,43.563,0,43.563,0,43.563,0
43.564,0,43.564,1,43.564,0,43.564,1
43.565,0,43.565,0,43.565,0,43.565,0
43.566,0,43.566,0,43.566,1,43.566,0
43.567,0,43.567,0,43.567,0,43.567,0
43.568,0,43.568,0,43.568,0,43.568,0
43.569,0,43.569,0,43.569,0,43.569,0
43.57,0,43.57,0,43.57,0,43.57,0
43.571,1,43.571,0,43.571,0,43.571,0
43.572,0,43.572,1,43.572,0,43.572,2
43.573,0,43.573,1,43.573,2,43.573,0
43.574,1,43.574,1,43.574,1,43.574,1
43.575,0,43.575,1,43.575,1,43.575,0
43.576,1,43.576,0,43.576,0,43.576,1
43.577,1,43.577,0,43.577,0,43.577,0
43.578,0,43.578,1,43.578,0,43.578,1
43.579,0,43.579,1,43.579,1,43.579,0
43.58,2,43.58,1,43.58,1,43.58,0
43.581,0,43.581,0,43.581,0,43.581,0
43.582,0,43.582,0,43.582,0,43.582,0
43.583,0,43.583,0,43.583,0,43.583,0
43.584,0,43.584,0,43.584,0,43.584,0
43.585,0,43.585,0,43.585,0,43.585,0
43.586,0,43.586,1,43.586,1,43.586,0
43.587,0,43.587,0,43.587,0,43.587,0
43.588,0,43.588,0,43.588,0,43.588,0
43.589,0,43.589,0,43.589,0,43.589,0
43.59,0,43.59,0,43.59,0,43.59,0
43.591,1,43.591,0,43.591,0,43.591,0
43.592,0,43.592,1,43.592,1,43.592,2
43.593,0,43.593,1,43.593,2,43.593,0
43.594,1,43.594,1,43.594,1,43.594,1
43.595,0,43.595,1,43.595,1,43.595,0
43.596,1,43.596,0,43.596,0,43.596,1
43.597,1,43.597,0,43.597,0,43.597,0
43.598,0,43.598,1,43.598,0,43.598,1
43.599,0,43.599,1,43.599,1,43.599,0
43.6,1,43.6,0,43.6,1,43.6,0
43.601,0,43.601,0,43.601,0,43.601,0
43.602,0,43.602,0,43.602,0,43.602,0
43.603,0,43.603,0,43.603,0,43.603,0
43.604,0,43.604,0,43.604,0,43.604,0
43.605,0,43.605,0,43.605,0,43.605,0
43.606,0,43.606,0,43.606,1,43.606,0
43.607,0,43.607,0,43.607,0,43.607,0
43.608,0,43.608,0,43.608,0,43.608,0
43.609,0,43.609,0,43.609,0,43.609,0
43.61,0,43.61,0,43.61,0,43.61,0
43.611,1,43.611,0,43.611,0,43.611,0
43.612,0,43.612,1,43.612,0,43.612,2
43.613,0,43.613,1,43.613,2,43.613,0
43.614,1,43.614,1,43.614,1,43.614,1
43.615,0,43.615,1,43.615,1,43.615,0
43.616,1,43.616,0,43.616,0,43.616,1
43.617,1,43.617,0,43.617,0,43.617,0
43.618,0,43.618,1,43.618,0,43.618,0
43.619,0,43.619,1,43.619,1,43.619,0
43.62,1,43.62,1,43.62,1,43.62,0
43.621,0,43.621,0,43.621,0,43.621,0
43.622,0,43.622,0,43.622,0,43.622,0
43.623,0,43.623,0,43.623,0,43.623,0
43.624,0,43.624,0,43.624,0,43.624,0
43.625,0,43.625,0,43.625,0,43.625,0
43.626,0,43.626,0,43.626,1,43.626,0
43.627,0,43.627,0,43.627,0,43.627,0
43.628,0,43.628,0,43.628,0,43.628,0
43.629,0,43.629,0,43.629,0,43.629,0
43.63,0,43.63,0,43.63,0,43.63,0
43.631,1,43.631,0,43.631,0,43.631,0
43.632,0,43.632,1,43.632,0,43.632,2
43.633,0,43.633,1,43.633,2,43.633,0
43.634,1,43.634,1,43.634,1,43.634,1
43.635,0,43.635,1,43.635,1,43.635,0
43.636,1,43.636,0,43.636,0,43.636,1
43.637,1,43.637,0,43.637,0,43.637,0
43.638,0,43.638,1,43.638,0,43.638,1
43.639,0,43.639,1,43.639,1,43.639,0
43.64,1,43.64,1,43.64,1,43.64,0
43.641,0,43.641,0,43.641,0,43.641,0
43.642,0,43.642,0,43.642,0,43.642,0
43.643,0,43.643,0,43.643,0,43.643,0
43.644,0,43.644,0,43.644,0,43.644,0
43.645,0,43.645,0,43.645,0,43.645,0
43.646,0,43.646,0,43.646,1,43.646,0
43.647,0,43.647,0,43.647,0,43.647,0
43.648,0,43.648,0,43.648,0,43.648,0
43.649,0,43.649,0,43.649,0,43.649,0
43.65,0,43.65,0,43.65,0,43.65,0
43.651,1,43.651,0,43.651,0,43.651,0
43.652,0,43.652,1,43.652,0,43.652,2
43.653,0,43.653,1,43.653,2,43.653,0
43.654,1,43.654,1,43.654,1,43.654,1
43.655,0,43.655,1,43.655,1,43.655,0
43.656,1,43.656,0,43.656,0,43.656,1
43.657,1,43.657,0,43.657,0,43.657,0
43.658,0,43.658,1,43.658,0,43.658,1
43.659,0,43.659,1,43.659,1,43.659,0
43.66,2,43.66,1,43.66,1,43.66,0
43.661,0,43.661,0,43.661,0,43.661,0
43.662,0,43.662,0,43.662,0,43.662,0
43.663,0,43.663,0,43.663,0,43.663,0
43.664,0,43.664,0,43.664,0,43.664,0
43.665,0,43.665,0,43.665,0,43.665,0
43.666,0,43.666,1,43.666,1,43.666,0
43.667,0,43.667,0,43.667,0,43.667,0
43.668,0,43.668,0,43.668,0,43.668,0
43.669,0,43.669,0,43.669,0,43.669,0
43.67,0,43.67,0,43.67,0,43.67,0
43.671,1,43.671,0,43.671,0,43.671,0
43.672,0,43.672,1,43.672,1,43.672,2
43.673,0,43.673,1,43.673,2,43.673,0
43.674,1,43.674,1,43.674,1,43.674,1
43.675,0,43.675,1,43.675,1,43.675,0
43.676,1,43.676,0,43.676,0,43.676,1
43.677,1,43.677,0,43.677,0,43.677,0
43.678,0,43.678,1,43.678,0,43.678,1
43.679,0,43.679,1,43.679,1,43.679,0
43.68,1,43.68,0,43.68,1,43.68,0
43.681,0,43.681,0,43.681,0,43.681,0
43.682,0,43.682,0,43.682,0,43.682,0
43.683,0,43.683,0,43.683,0,43.683,0
43.684,0,43.684,1,43.684,0,43.684,0
43.685,0,43.685,0,43.685,0,43.685,0
43.686,0,43.686,0,43.686,1,43.686,0
43.687,0,43.687,0,43.687,0,43.687,0
43.688,0,43.688,0,43.688,0,43.688,0
43.689,0,43.689,0,43.689,0,43.689,0
43.69,0,43.69,0,43.69,0,43.69,0
43.691,1,43.691,0,43.691,0,43.691,0
43.692,0,43.692,1,43.692,0,43.692,2
43.693,0,43.693,1,43.693,2,43.693,0
43.694,1,43.694,1,43.694,1,43.694,1
43.695,0,43.695,1,43.695,1,43.695,0
43.696,1,43.696,0,43.696,0,43.696,1
43.697,1,43.697,0,43.697,0,43.697,0
43.698,0,43.698,1,43.698,0,43.698,1
43.699,0,43.699,1,43.699,1,43.699,0
43.7,1,43.7,1,43.7,1,43.7,0
43.701,0,43.701,0,43.701,0,43.701,0
43.702,0,43.702,0,43.702,0,43.702,0
43.703,0,43.703,0,43.703,0,43.703,0
43.704,0,43.704,0,43.704,0,43.704,0
43.705,0,43.705,0,43.705,0,43.705,0
43.706,0,43.706,0,43.706,1,43.706,0
43.707,0,43.707,0,43.707,0,43.707,0
43.708,0,43.708,0,43.708,0,43.708,0
43.709,0,43.709,0,43.709,0,43.709,0
43.71,0,43.71,0,43.71,0,43.71,0
43.711,1,43.711,0,43.711,0,43.711,0
43.712,0,43.712,1,43.712,0,43.712,2
43.713,0,43.713,1,43.713,2,43.713,0
43.714,1,43.714,1,43.714,1,43.714,1
43.715,0,43.715,1,43.715,1,43.715,0
43.716,1,43.716,0,43.716,0,43.716,1
43.717,1,43.717,0,43.717,0,43.717,0
43.718,0,43.718,1,43.718,0,43.718,1
43.719,0,43.719,1,43.719,1,43.719,0
43.72,1,43.72,1,43.72,2,43.72,0
43.721,0,43.721,0,43.721,0,43.721,0
43.722,0,43.722,0,43.722,0,43.722,0
43.723,0,43.723,0,43.723,0,43.723,0
43.724,0,43.724,0,43.724,0,43.724,0
43.725,0,43.725,0,43.725,0,43.725,0
43.726,0,43.726,0,43.726,2,43.726,0
43.727,0,43.727,0,43.727,0,43.727,0
43.728,0,43.728,0,43.728,0,43.728,0
43.729,0,43.729,0,43.729,0,43.729,0
43.73,0,43.73,0,43.73,0,43.73,0
43.731,1,43.731,0,43.731,0,43.731,0
43.732,0,43.732,1,43.732,0,43.732,2
43.733,0,43.733,1,43.733,2,43.733,0
43.734,1,43.734,1,43.734,1,43.734,1
43.735,0,43.735,1,43.735,1,43.735,0
43.736,1,43.736,0,43.736,0,43.736,1
43.737,1,43.737,0,43.737,0,43.737,0
43.738,0,43.738,1,43.738,0,43.738,1
43.739,0,43.739,1,43.739,1,43.739,0
43.74,1,43.74,1,43.74,2,43.74,0
43.741,0,43.741,0,43.741,0,43.741,0
43.742,0,43.742,0,43.742,0,43.742,0
43.743,0,43.743,0,43.743,0,43.743,0
43.744,0,43.744,0,43.744,0,43.744,0
43.745,0,43.745,0,43.745,0,43.745,0
43.746,0,43.746,0,43.746,1,43.746,0
43.747,0,43.747,0,43.747,0,43.747,0
43.748,0,43.748,0,43.748,0,43.748,0
43.749,0,43.749,0,43.749,0,43.749,0
43.75,0,43.75,0,43.75,0,43.75,0
43.751,1,43.751,0,43.751,0,43.751,0
43.752,0,43.752,1,43.752,0,43.752,2
43.753,0,43.753,1,43.753,2,43.753,0
43.754,1,43.754,1,43.754,1,43.754,1
43.755,0,43.755,1,43.755,1,43.755,0
43.756,1,43.756,0,43.756,0,43.756,1
43.757,1,43.757,0,43.757,0,43.757,0
43.758,0,43.758,1,43.758,0,43.758,1
43.759,0,43.759,1,43.759,1,43.759,0
43.76,1,43.76,1,43.76,2,43.76,0
43.761,0,43.761,0,43.761,0,43.761,0
43.762,0,43.762,0,43.762,0,43.762,0
43.763,0,43.763,0,43.763,0,43.763,0
43.764,0,43.764,0,43.764,0,43.764,0
43.765,0,43.765,0,43.765,0,43.765,0
43.766,0,43.766,0,43.766,2,43.766,0
43.767,0,43.767,0,43.767,0,43.767,0
43.768,0,43.768,0,43.768,0,43.768,0
43.769,0,43.769,0,43.769,0,43.769,0
43.77,0,43.77,0,43.77,0,43.77,0
43.771,1,43.771,0,43.771,0,43.771,0
43.772,0,43.772,1,43.772,0,43.772,2
43.773,0,43.773,1,43.773,2,43.773,0
43.774,1,43.774,1,43.774,1,43.774,1
43.775,0,43.775,1,43.775,1,43.775,0
43.776,1,43.776,0,43.776,0,43.776,1
43.777,1,43.777,0,43.777,0,43.777,0
43.778,0,43.778,1,43.778,0,43.778,1
43.779,0,43.779,1,43.779,1,43.779,0
43.78,1,43.78,1,43.78,2,43.78,0
43.781,0,43.781,0,43.781,0,43.781,0
43.782,0,43.782,0,43.782,0,43.782,0
43.783,0,43.783,0,43.783,0,43.783,0
43.784,0,43.784,0,43.784,0,43.784,0
43.785,0,43.785,0,43.785,0,43.785,0
43.786,0,43.786,0,43.786,1,43.786,0
43.787,0,43.787,0,43.787,0,43.787,0
43.788,0,43.788,0,43.788,0,43.788,0
43.789,0,43.789,0,43.789,0,43.789,0
43.79,0,43.79,0,43.79,0,43.79,0
43.791,1,43.791,0,43.791,0,43.791,0
43.792,0,43.792,1,43.792,0,43.792,2
43.793,0,43.793,1,43.793,2,43.793,0
43.794,1,43.794,1,43.794,1,43.794,1
43.795,0,43.795,1,43.795,1,43.795,0
43.796,1,43.796,0,43.796,0,43.796,1
43.797,1,43.797,0,43.797,0,43.797,0
43.798,0,43.798,0,43.798,0,43.798,1
43.799,0,43.799,1,43.799,1,43.799,0
43.8,1,43.8,1,43.8,2,43.8,0
43.801,0,43.801,0,43.801,0,43.801,0
43.802,0,43.802,0,43.802,0,43.802,0
43.803,0,43.803,0,43.803,0,43.803,0
43.804,0,43.804,0,43.804,0,43.804,0
43.805,0,43.805,0,43.805,0,43.805,0
43.806,0,43.806,0,43.806,1,43.806,0
43.807,0,43.807,0,43.807,0,43.807,0
43.808,0,43.808,0,43.808,0,43.808,0
43.809,0,43.809,0,43.809,0,43.809,0
43.81,0,43.81,0,43.81,0,43.81,0
43.811,1,43.811,0,43.811,0,43.811,0
43.812,0,43.812,1,43.812,0,43.812,2
43.813,0,43.813,1,43.813,2,43.813,0
43.814,1,43.814,1,43.814,1,43.814,1
43.815,0,43.815,1,43.815,1,43.815,0
43.816,1,43.816,0,43.816,0,43.816,1
43.817,1,43.817,0,43.817,0,43.817,0
43.818,0,43.818,1,43.818,0,43.818,1
43.819,0,43.819,1,43.819,1,43.819,0
43.82,1,43.82,1,43.82,2,43.82,0
43.821,0,43.821,0,43.821,1,43.821,0
43.822,0,43.822,0,43.822,0,43.822,0
43.823,0,43.823,0,43.823,0,43.823,0
43.824,0,43.824,0,43.824,0,43.824,0
43.825,0,43.825,0,43.825,0,43.825,0
43.826,0,43.826,0,43.826,1,43.826,0
43.827,0,43.827,0,43.827,0,43.827,0
43.828,0,43.828,0,43.828,0,43.828,0
43.829,0,43.829,0,43.829,0,43.829,0
43.83,0,43.83,0,43.83,0,43.83,0
43.831,1,43.831,0,43.831,0,43.831,0
43.832,0,43.832,1,43.832,0,43.832,2
43.833,0,43.833,1,43.833,2,43.833,0
43.834,1,43.834,1,43.834,1,43.834,1
43.835,0,43.835,1,43.835,1,43.835,0
43.836,1,43.836,0,43.836,0,43.836,1
43.837,1,43.837,0,43.837,0,43.837,0
43.838,0,43.838,1,43.838,0,43.838,1
43.839,0,43.839,1,43.839,1,43.839,0
43.84,1,43.84,1,43.84,2,43.84,0
43.841,0,43.841,0,43.841,0,43.841,0
43.842,0,43.842,0,43.842,0,43.842,0
43.843,0,43.843,0,43.843,0,43.843,0
43.844,0,43.844,1,43.844,0,43.844,0
43.845,0,43.845,0,43.845,0,43.845,0
43.846,0,43.846,1,43.846,1,43.846,0
43.847,0,43.847,0,43.847,0,43.847,0
43.848,0,43.848,0,43.848,0,43.848,0
43.849,0,43.849,0,43.849,0,43.849,0
43.85,0,43.85,0,43.85,0,43.85,0
43.851,1,43.851,0,43.851,0,43.851,0
43.852,0,43.852,1,43.852,0,43.852,2
43.853,0,43.853,1,43.853,2,43.853,0
43.854,1,43.854,1,43.854,1,43.854,1
43.855,0,43.855,1,43.855,1,43.855,0
43.856,1,43.856,0,43.856,0,43.856,1
43.857,1,43.857,0,43.857,0,43.857,0
43.858,0,43.858,1,43.858,0,43.858,1
43.859,0,43.859,1,43.859,1,43.859,0
43.86,1,43.86,1,43.86,1,43.86,0
43.861,0,43.861,0,43.861,0,43.861,0
43.862,0,43.862,0,43.862,0,43.862,0
43.863,0,43.863,0,43.863,0,43.863,0
43.864,0,43.864,0,43.864,0,43.864,0
43.865,0,43.865,0,43.865,0,43.865,0
43.866,0,43.866,0,43.866,1,43.866,0
43.867,0,43.867,0,43.867,0,43.867,0
43.868,0,43.868,0,43.868,0,43.868,0
43.869,0,43.869,0,43.869,0,43.869,0
43.87,0,43.87,0,43.87,0,43.87,0
43.871,1,43.871,0,43.871,0,43.871,0
43.872,0,43.872,1,43.872,0,43.872,2
43.873,0,43.873,1,43.873,2,43.873,0
43.874,1,43.874,1,43.874,1,43.874,1
43.875,0,43.875,1,43.875,1,43.875,0
43.876,1,43.876,0,43.876,0,43.876,1
43.877,1,43.877,0,43.877,0,43.877,0
43.878,0,43.878,1,43.878,0,43.878,1
43.879,0,43.879,1,43.879,1,43.879,0
43.88,1,43.88,1,43.88,1,43.88,0
43.881,0,43.881,0,43.881,0,43.881,0
43.882,0,43.882,0,43.882,0,43.882,0
43.883,0,43.883,0,43.883,0,43.883,0
43.884,0,43.884,1,43.884,0,43.884,1
43.885,0,43.885,0,43.885,0,43.885,0
43.886,0,43.886,0,43.886,1,43.886,0
43.887,0,43.887,0,43.887,0,43.887,0
43.888,0,43.888,0,43.888,0,43.888,0
43.889,0,43.889,0,43.889,0,43.889,0
43.89,0,43.89,0,43.89,0,43.89,0
43.891,1,43.891,0,43.891,0,43.891,0
43.892,0,43.892,1,43.892,0,43.892,2
43.893,0,43.893,1,43.893,2,43.893,0
43.894,1,43.894,1,43.894,1,43.894,1
43.895,0,43.895,1,43.895,1,43.895,0
43.896,1,43.896,0,43.896,0,43.896,1
43.897,1,43.897,0,43.897,0,43.897,0
43.898,0,43.898,1,43.898,0,43.898,1
43.899,0,43.899,1,43.899,1,43.899,0
43.9,1,43.9,1,43.9,2,43.9,0
43.901,0,43.901,0,43.901,0,43.901,0
43.902,0,43.902,0,43.902,0,43.902,0
43.903,0,43.903,0,43.903,0,43.903,0
43.904,0,43.904,0,43.904,0,43.904,1
43.905,0,43.905,0,43.905,0,43.905,0
43.906,0,43.906,0,43.906,2,43.906,0
43.907,0,43.907,0,43.907,0,43.907,0
43.908,0,43.908,0,43.908,0,43.908,0
43.909,0,43.909,0,43.909,0,43.909,0
43.91,0,43.91,0,43.91,0,43.91,0
43.911,1,43.911,0,43.911,0,43.911,0
43.912,0,43.912,1,43.912,0,43.912,2
43.913,0,43.913,1,43.913,2,43.913,0
43.914,1,43.914,1,43.914,1,43.914,1
43.915,0,43.915,1,43.915,1,43.915,0
43.916,1,43.916,0,43.916,0,43.916,1
43.917,1,43.917,0,43.917,0,43.917,0
43.918,0,43.918,1,43.918,0,43.918,0
43.919,0,43.919,1,43.919,1,43.919,0
43.92,1,43.92,1,43.92,2,43.92,0
43.921,0,43.921,0,43.921,0,43.921,0
43.922,0,43.922,0,43.922,0,43.922,0
43.923,0,43.923,0,43.923,0,43.923,0
43.924,0,43.924,0,43.924,0,43.924,0
43.925,0,43.925,0,43.925,0,43.925,0
43.926,0,43.926,0,43.926,0,43.926,0
43.927,0,43.927,0,43.927,0,43.927,0
43.928,0,43.928,0,43.928,0,43.928,0
43.929,0,43.929,0,43.929,0,43.929,0
43.93,0,43.93,0,43.93,0,43.93,0
43.931,1,43.931,0,43.931,0,43.931,0
43.932,0,43.932,1,43.932,0,43.932,2
43.933,0,43.933,1,43.933,2,43.933,0
43.934,1,43.934,1,43.934,1,43.934,1
43.935,0,43.935,1,43.935,1,43.935,0
43.936,1,43.936,0,43.936,0,43.936,1
43.937,1,43.937,0,43.937,0,43.937,0
43.938,0,43.938,1,43.938,0,43.938,1
43.939,0,43.939,1,43.939,1,43.939,0
43.94,1,43.94,1,43.94,1,43.94,0
43.941,0,43.941,0,43.941,0,43.941,0
43.942,0,43.942,0,43.942,0,43.942,0
43.943,0,43.943,0,43.943,0,43.943,0
43.944,0,43.944,0,43.944,0,43.944,0
43.945,0,43.945,0,43.945,0,43.945,0
43.946,0,43.946,0,43.946,0,43.946,0
43.947,0,43.947,0,43.947,0,43.947,0
43.948,0,43.948,0,43.948,0,43.948,0
43.949,0,43.949,0,43.949,0,43.949,0
43.95,0,43.95,0,43.95,0,43.95,0
43.951,1,43.951,0,43.951,0,43.951,0
43.952,0,43.952,1,43.952,0,43.952,2
43.953,0,43.953,1,43.953,2,43.953,0
43.954,1,43.954,1,43.954,1,43.954,1
43.955,0,43.955,1,43.955,1,43.955,0
43.956,1,43.956,0,43.956,0,43.956,1
43.957,1,43.957,0,43.957,0,43.957,0
43.958,0,43.958,1,43.958,0,43.958,1
43.959,0,43.959,1,43.959,1,43.959,0
43.96,1,43.96,1,43.96,2,43.96,0
43.961,0,43.961,0,43.961,0,43.961,0
43.962,0,43.962,0,43.962,0,43.962,0
